time_elapsed,explored_cells,distance
3.00,311,0.00
3.25,311,0.00
3.50,311,0.00
3.75,311,0.00
4.00,311,0.00
4.25,316,0.00
4.50,322,0.02
4.75,328,0.05
5.00,332,0.06
5.25,344,0.08
5.50,360,0.13
5.75,374,0.18
6.00,399,0.25
6.25,412,0.30
6.50,419,0.33
6.75,423,0.36
7.00,432,0.40
7.25,443,0.45
7.50,446,0.48
7.75,464,0.54
8.00,475,0.59
8.25,488,0.66
8.50,502,0.71
8.75,517,0.77
9.00,531,0.82
9.25,560,0.90
9.50,581,0.97
9.75,617,1.05
10.00,637,1.12
10.25,640,1.15
10.50,641,1.15
10.75,646,1.17
11.00,655,1.21
11.25,662,1.27
11.50,670,1.30
11.75,677,1.37
12.00,686,1.42
12.25,692,1.48
12.50,702,1.54
12.75,705,1.59
13.00,717,1.65
13.25,730,1.73
13.50,739,1.80
13.75,750,1.88
14.00,762,1.95
14.25,769,2.00
14.50,779,2.07
14.75,789,2.12
15.00,799,2.19
15.25,811,2.27
15.50,825,2.34
15.75,836,2.42
16.00,845,2.49
16.25,857,2.56
16.50,866,2.61
16.75,873,2.67
17.00,881,2.72
17.25,889,2.80
17.50,898,2.87
17.75,906,2.95
18.00,915,3.02
18.25,920,3.08
18.50,930,3.14
18.75,938,3.21
19.00,945,3.29
19.25,955,3.36
19.50,960,3.44
19.75,971,3.51
20.00,976,3.59
20.25,988,3.66
20.50,993,3.72
20.75,997,3.79
21.00,1006,3.84
21.25,1011,3.90
21.50,1011,3.93
21.75,1012,3.97
22.00,1013,4.03
22.25,1013,4.04
22.50,1013,4.04
22.75,1013,4.04
23.00,1014,4.07
23.25,1021,4.11
23.50,1024,4.14
23.75,1026,4.17
24.00,1033,4.21
24.25,1035,4.24
24.50,1036,4.24
24.75,1038,4.28
25.00,1050,4.35
25.25,1057,4.41
25.50,1072,4.48
25.75,1080,4.55
26.00,1094,4.61
26.25,1095,4.63
26.50,1095,4.64
26.75,1097,4.66
27.00,1111,4.72
27.25,1117,4.77
27.50,1126,4.80
27.75,1132,4.85
28.00,1142,4.90
28.25,1146,4.92
28.50,1148,4.93
28.75,1152,4.97
29.00,1160,5.01
29.25,1170,5.07
29.50,1183,5.13
29.75,1189,5.18
30.00,1205,5.25
30.25,1216,5.30
30.50,1227,5.37
30.75,1236,5.42
31.00,1245,5.48
31.25,1249,5.54
31.50,1252,5.58
31.75,1255,5.65
32.00,1256,5.73
32.25,1256,5.75
32.50,1256,5.75
32.75,1256,5.75
33.00,1256,5.76
33.25,1256,5.76
33.50,1256,5.76
33.75,1258,5.80
34.00,1259,5.82
34.25,1269,5.88
34.50,1273,5.93
34.75,1281,6.00
35.00,1289,6.04
35.25,1296,6.11
35.50,1303,6.16
35.75,1312,6.23
36.00,1322,6.31
36.25,1332,6.38
36.50,1336,6.43
36.75,1345,6.49
37.00,1352,6.54
37.25,1361,6.61
37.50,1371,6.69
37.75,1381,6.76
38.00,1390,6.84
38.25,1397,6.90
38.50,1407,6.95
38.75,1413,7.01
39.00,1422,7.07
39.25,1429,7.14
39.50,1439,7.22
39.75,1452,7.29
40.00,1464,7.37
40.25,1469,7.42
40.50,1480,7.49
40.75,1491,7.56
41.00,1501,7.64
41.25,1511,7.71
41.50,1522,7.79
41.75,1533,7.86
42.00,1544,7.94
42.25,1554,8.00
42.50,1565,8.05
42.75,1574,8.13
43.00,1586,8.20
43.25,1602,8.28
43.50,1613,8.35
43.75,1621,8.43
44.00,1635,8.50
44.25,1646,8.57
44.50,1658,8.64
44.75,1672,8.72
45.00,1687,8.79
45.25,1698,8.87
45.50,1712,8.94
45.75,1724,9.02
46.00,1739,9.09
46.25,1746,9.14
46.50,1760,9.21
46.75,1765,9.24
47.00,1778,9.29
47.25,1782,9.33
47.50,1793,9.39
47.75,1803,9.44
48.00,1816,9.51
48.25,1818,9.53
48.50,1819,9.53
48.75,1819,9.54
49.00,1820,9.54
49.25,1828,9.57
49.50,1843,9.64
49.75,1856,9.70
50.00,1864,9.78
50.25,1866,9.79
50.50,1866,9.80
50.75,1866,9.80
51.00,1871,9.82
51.25,1884,9.88
51.50,1897,9.94
51.75,1909,10.00
52.00,1922,10.04
52.25,1926,10.06
52.50,1928,10.06
52.75,1929,10.06
53.00,1930,10.07
53.25,1932,10.09
53.50,1935,10.11
53.75,1944,10.18
54.00,1951,10.22
54.25,1956,10.29
54.50,1963,10.34
54.75,1968,10.40
55.00,1977,10.46
55.25,1981,10.51
55.50,1992,10.57
55.75,2003,10.64
56.00,2013,10.72
56.25,2023,10.79
56.50,2035,10.84
56.75,2051,10.91
57.00,2062,10.96
57.25,2074,11.02
57.50,2087,11.08
57.75,2098,11.12
58.00,2110,11.18
58.25,2123,11.23
58.50,2137,11.29
58.75,2141,11.34
59.00,2158,11.40
59.25,2162,11.44
59.50,2174,11.47
59.75,2175,11.49
60.00,2190,11.56
60.25,2190,11.59
60.50,2192,11.59
60.75,2193,11.60
61.00,2193,11.60
61.25,2193,11.61
61.50,2197,11.66
61.75,2202,11.71
62.00,2209,11.79
62.25,2216,11.84
62.50,2221,11.92
62.75,2228,11.97
63.00,2238,12.05
63.25,2245,12.11
63.50,2251,12.18
63.75,2262,12.24
64.00,2273,12.32
64.25,2282,12.37
64.50,2300,12.45
64.75,2309,12.51
65.00,2319,12.56
65.25,2319,12.60
65.50,2323,12.62
65.75,2330,12.68
66.00,2333,12.72
66.25,2341,12.78
66.50,2344,12.83
66.75,2354,12.90
67.00,2360,12.95
67.25,2364,13.01
67.50,2370,13.06
67.75,2375,13.12
68.00,2383,13.18
68.25,2385,13.20
68.50,2385,13.20
68.75,2398,13.25
69.00,2403,13.32
69.25,2412,13.38
69.50,2422,13.45
69.75,2432,13.51
70.00,2443,13.59
70.25,2443,13.65
70.50,2467,13.70
70.75,2470,13.73
71.00,2487,13.77
71.25,2503,13.84
71.50,2527,13.90
71.75,2547,13.96
72.00,2558,14.00
72.25,2563,14.02
72.50,2579,14.07
72.75,2591,14.13
73.00,2595,14.15
73.25,2601,14.20
73.50,2613,14.26
73.75,2619,14.33
74.00,2629,14.40
74.25,2631,14.42
74.50,2631,14.42
74.75,2631,14.43
75.00,2632,14.45
75.25,2633,14.52
75.50,2633,14.55
75.75,2639,14.60
76.00,2642,14.67
76.25,2647,14.74
76.50,2648,14.79
76.75,2648,14.84
77.00,2648,14.87
77.25,2648,14.90
77.50,2648,14.90
77.75,2648,14.96
78.00,2648,15.00
78.25,2648,15.05
78.50,2648,15.05
78.75,2648,15.05
79.00,2648,15.05
79.25,2648,15.05
79.50,2648,15.05
79.75,2648,15.06
80.00,2648,15.06
80.25,2648,15.06
80.50,2648,15.07
80.75,2648,15.07
81.00,2648,15.10
81.25,2648,15.15
81.50,2648,15.20
81.75,2648,15.27
82.00,2648,15.31
82.25,2648,15.32
82.50,2648,15.37
82.75,2648,15.44
83.00,2648,15.50
83.25,2648,15.58
83.50,2648,15.65
83.75,2648,15.69
84.00,2648,15.76
84.25,2648,15.82
84.50,2648,15.88
84.75,2648,15.90
85.00,2648,15.97
85.25,2648,16.03
85.50,2648,16.11
85.75,2648,16.17
86.00,2648,16.20
86.25,2648,16.26
86.50,2648,16.32
86.75,2648,16.39
87.00,2648,16.47
87.25,2648,16.54
87.50,2648,16.62
87.75,2648,16.69
88.00,2648,16.77
88.25,2648,16.84
88.50,2648,16.92
88.75,2648,16.99
89.00,2648,17.07
89.25,2648,17.14
89.50,2648,17.22
89.75,2648,17.29
90.00,2649,17.37
90.25,2649,17.44
90.50,2658,17.51
90.75,2664,17.58
91.00,2672,17.66
91.25,2678,17.73
91.50,2684,17.79
91.75,2689,17.86
92.00,2694,17.94
92.25,2695,18.01
92.50,2707,18.08
92.75,2714,18.16
93.00,2721,18.23
93.25,2729,18.30
93.50,2736,18.38
93.75,2747,18.45
94.00,2754,18.52
94.25,2754,18.55
94.50,2762,18.56
94.75,2766,18.60
95.00,2768,18.63
95.25,2778,18.68
95.50,2782,18.74
95.75,2794,18.80
96.00,2796,18.84
96.25,2797,18.86
96.50,2811,18.90
96.75,2812,18.94
97.00,2822,19.00
97.25,2827,19.06
97.50,2838,19.13
97.75,2842,19.19
98.00,2852,19.26
98.25,2853,19.29
98.50,2853,19.29
98.75,2854,19.31
99.00,2863,19.36
99.25,2866,19.41
99.50,2875,19.45
99.75,2879,19.49
100.00,2884,19.53
100.25,2885,19.55
100.50,2893,19.61
100.75,2902,19.67
101.00,2907,19.72
101.25,2917,19.78
101.50,2922,19.83
101.75,2929,19.89
102.00,2932,19.94
102.25,2933,19.96
102.50,2936,19.98
102.75,2941,20.03
103.00,2944,20.09
103.25,2947,20.15
103.50,2949,20.22
103.75,2952,20.28
104.00,2955,20.36
104.25,2955,20.42
104.50,2964,20.49
104.75,2967,20.56
105.00,2972,20.63
105.25,2978,20.70
105.50,2982,20.77
105.75,2990,20.84
106.00,2999,20.91
106.25,2999,20.93
106.50,3003,20.94
106.75,3005,20.97
107.00,3013,21.03
107.25,3019,21.08
107.50,3031,21.12
107.75,3052,21.19
108.00,3083,21.27
108.25,3083,21.33
108.50,3105,21.36
108.75,3111,21.39
109.00,3116,21.43
109.25,3123,21.50
109.50,3136,21.56
109.75,3149,21.63
110.00,3156,21.67
110.25,3156,21.69
110.50,3180,21.76
110.75,3184,21.81
111.00,3193,21.87
111.25,3197,21.93
111.50,3199,22.00
111.75,3202,22.06
112.00,3206,22.13
112.25,3206,22.16
112.50,3207,22.16
112.75,3207,22.16
113.00,3207,22.17
113.25,3210,22.21
113.50,3211,22.24
113.75,3215,22.27
114.00,3224,22.34
114.25,3224,22.39
114.50,3238,22.45
114.75,3248,22.51
115.00,3252,22.56
115.25,3266,22.62
115.50,3274,22.67
115.75,3285,22.73
116.00,3288,22.76
116.25,3288,22.77
116.50,3291,22.77
116.75,3293,22.77
117.00,3296,22.79
117.25,3299,22.82
117.50,3307,22.86
117.75,3314,22.92
118.00,3326,22.99
118.25,3328,23.00
118.50,3334,23.03
118.75,3343,23.09
119.00,3352,23.16
119.25,3362,23.23
119.50,3368,23.30
119.75,3376,23.35
120.00,3381,23.38
120.25,3381,23.39
120.50,3384,23.40
120.75,3384,23.40
121.00,3384,23.41
121.25,3390,23.46
121.50,3396,23.53
121.75,3398,23.59
122.00,3401,23.66
122.25,3401,23.73
122.50,3402,23.80
122.75,3402,23.86
123.00,3402,23.93
123.25,3402,24.00
123.50,3402,24.07
123.75,3402,24.12
124.00,3402,24.17
124.25,3402,24.20
124.50,3402,24.22
124.75,3402,24.28
125.00,3402,24.33
125.25,3402,24.40
125.50,3402,24.45
125.75,3402,24.51
126.00,3402,24.57
126.25,3402,24.64
126.50,3402,24.72
126.75,3407,24.79
127.00,3410,24.84
127.25,3415,24.92
127.50,3421,24.98
127.75,3428,25.05
128.00,3442,25.12
128.25,3442,25.14
128.50,3444,25.14
128.75,3444,25.15
129.00,3452,25.18
129.25,3456,25.23
129.50,3461,25.26
129.75,3473,25.33
130.00,3478,25.38
130.25,3480,25.46
130.50,3500,25.52
130.75,3509,25.58
131.00,3521,25.64
131.25,3530,25.71
131.50,3544,25.77
131.75,3553,25.84
132.00,3570,25.91
132.25,3571,25.95
132.50,3579,25.97
132.75,3594,26.03
133.00,3597,26.07
133.25,3611,26.13
133.50,3617,26.18
133.75,3630,26.24
134.00,3638,26.29
134.25,3640,26.35
