time_elapsed,explored_cells,distance
3.25,311,0.00
3.50,311,0.00
3.75,311,0.00
4.00,311,0.00
4.25,316,0.00
4.50,322,0.02
4.75,326,0.04
5.00,344,0.08
5.25,362,0.14
5.50,370,0.17
5.75,388,0.21
6.00,395,0.25
6.25,407,0.29
6.50,410,0.31
6.75,423,0.36
7.00,438,0.43
7.25,453,0.47
7.50,461,0.53
7.75,466,0.55
8.00,482,0.60
8.25,494,0.66
8.50,504,0.68
8.75,519,0.73
9.00,525,0.77
9.25,548,0.84
9.50,563,0.90
9.75,565,0.90
10.00,565,0.90
10.25,565,0.90
10.50,565,0.91
10.75,570,0.93
11.00,580,1.00
11.25,598,1.06
11.50,607,1.11
11.75,620,1.18
12.00,639,1.23
12.25,654,1.30
12.50,668,1.35
12.75,681,1.40
13.00,687,1.43
13.25,692,1.46
13.50,702,1.52
13.75,707,1.55
14.00,718,1.61
14.25,722,1.65
14.50,732,1.72
14.75,740,1.77
15.00,745,1.83
15.25,754,1.89
15.50,760,1.94
15.75,773,2.00
16.00,776,2.05
16.25,789,2.11
16.50,795,2.16
16.75,806,2.22
17.00,810,2.26
17.25,822,2.31
17.50,826,2.35
17.75,834,2.38
18.00,839,2.40
18.25,852,2.46
18.50,853,2.48
18.75,866,2.53
19.00,879,2.60
19.25,892,2.65
19.50,901,2.71
19.75,912,2.74
20.00,913,2.76
20.25,923,2.79
20.50,928,2.82
20.75,932,2.84
21.00,946,2.90
21.25,958,2.96
21.50,972,3.01
21.75,982,3.06
22.00,992,3.10
22.25,1003,3.17
22.50,1018,3.22
22.75,1031,3.28
23.00,1045,3.33
23.25,1055,3.40
23.50,1070,3.45
23.75,1081,3.50
24.00,1087,3.53
24.25,1095,3.56
24.50,1098,3.58
24.75,1112,3.64
25.00,1127,3.70
25.25,1140,3.76
25.50,1152,3.83
25.75,1166,3.87
26.00,1171,3.88
26.25,1181,3.93
26.50,1184,3.96
26.75,1187,3.98
27.00,1199,4.03
27.25,1202,4.07
27.50,1206,4.09
27.75,1210,4.12
28.00,1219,4.18
28.25,1225,4.23
28.50,1235,4.30
28.75,1242,4.35
29.00,1246,4.41
29.25,1248,4.45
29.50,1249,4.48
