time_elapsed,explored_cells,distance
0.25,1103,0.00
0.50,1103,0.00
0.77,1103,0.00
1.00,1103,0.00
1.25,1103,0.00
1.50,1103,0.01
1.75,1103,0.04
2.00,1103,0.06
2.25,1103,0.13
2.50,1103,0.17
2.75,1103,0.24
3.00,1103,0.29
3.25,1105,0.35
3.50,1106,0.40
3.75,1108,0.46
4.00,1108,0.52
4.25,1113,0.57
4.50,1119,0.63
4.75,1124,0.68
5.00,1132,0.74
5.25,1144,0.79
5.51,1144,18.82
5.75,1150,0.82
6.01,1153,18.89
6.25,1158,0.88
6.50,1163,0.90
6.78,1166,18.97
7.00,1170,0.97
7.25,1173,1.01
7.52,1177,19.08
7.75,1182,1.07
8.00,531,1.07
8.27,532,19.13
8.51,532,19.14
8.75,535,1.13
9.01,536,19.20
9.26,543,19.22
9.52,558,19.26
9.75,570,1.31
10.00,582,1.37
10.25,582,19.43
10.50,597,1.45
10.75,605,1.48
11.03,607,19.53
11.25,609,1.50
11.50,1263,1.54
11.75,628,1.59
12.00,707,1.62
12.25,1364,1.64
12.50,735,1.69
12.75,1390,1.72
13.00,1402,1.74
13.25,762,1.79
13.50,772,19.85
13.78,1420,19.86
14.00,782,1.87
14.25,1426,1.88
14.50,795,1.92
14.75,809,1.97
15.00,822,2.04
15.25,1482,2.09
15.50,847,2.11
15.75,1492,2.14
16.00,854,2.16
16.25,1497,2.18
16.50,1503,2.20
16.75,1503,2.21
17.00,1503,2.21
17.25,1503,2.21
17.50,867,2.21
17.75,1511,2.23
18.00,1518,2.24
18.25,1522,2.26
18.50,1525,2.29
18.75,1526,2.30
19.00,1531,2.31
19.25,897,2.33
19.50,901,2.33
19.75,1540,2.34
20.00,1544,2.35
20.25,1544,20.44
20.51,1547,20.45
20.76,1557,20.46
21.01,1567,20.49
21.25,938,2.51
21.52,950,20.60
21.77,1587,20.64
22.00,1587,2.53
22.25,1587,2.54
22.52,1587,2.56
22.75,1599,2.57
23.00,960,2.57
23.25,960,2.57
23.50,960,2.58
23.75,960,20.73
24.00,960,2.68
24.25,960,2.68
24.50,960,2.71
24.75,960,2.71
25.00,960,2.71
25.25,960,20.86
25.50,960,2.79
25.75,989,2.80
26.00,989,2.80
26.25,989,2.80
26.50,989,2.80
26.76,989,20.88
27.01,994,20.93
27.25,995,2.86
27.50,995,2.86
27.75,995,2.86
28.00,996,2.86
28.25,998,2.87
28.50,998,2.88
28.75,998,2.89
29.00,999,2.89
29.25,999,2.90
29.50,1002,2.92
29.75,1002,2.92
30.00,1002,2.92
30.25,1002,2.92
30.50,1002,2.92
30.75,1002,2.92
31.00,1002,2.92
31.25,1002,2.92
31.51,1002,2.92
32.01,1002,21.06
32.25,1002,2.96
32.50,1002,3.04
32.75,1006,3.04
33.00,1009,3.13
33.25,1011,3.13
33.50,1012,3.14
33.76,1012,21.42
34.00,1014,3.14
34.25,1014,3.19
34.50,1014,3.21
34.75,1015,3.26
35.00,1016,3.26
35.25,1016,3.36
35.50,1017,3.36
35.75,1017,3.36
36.00,1017,3.45
36.25,1017,3.52
36.50,1017,3.52
36.75,1017,3.54
37.00,1017,3.54
37.25,1017,3.55
37.51,1017,21.91
37.75,1017,21.91
38.00,1017,3.55
38.38,1017,21.92
38.50,1017,3.65
38.75,1017,3.66
39.00,1017,3.71
39.25,1017,3.72
39.50,1017,3.73
39.75,1017,3.74
40.00,1017,3.79
40.25,1017,3.80
40.50,1017,3.82
40.75,1017,3.83
41.00,1017,3.89
41.25,1017,3.93
41.50,1017,3.93
41.75,1017,3.95
42.00,1017,3.96
42.26,1017,3.98
42.50,1017,3.99
42.75,1017,22.30
43.00,1017,4.02
43.25,1017,4.03
43.50,1017,4.03
43.75,1017,22.33
44.00,1017,4.09
44.25,1017,4.10
44.50,1017,4.10
44.75,1017,22.41
45.00,1017,4.20
45.25,1017,4.22
45.50,1017,4.22
45.75,1017,4.22
46.00,1017,4.26
46.25,1017,4.29
46.50,1017,4.33
46.75,1017,4.34
47.00,1017,4.35
47.26,1017,22.69
47.52,1017,22.82
47.75,1017,4.50
48.00,1017,4.53
48.26,1017,22.88
48.53,1017,22.92
48.79,1017,22.94
49.01,1017,22.95
49.25,1017,4.63
49.50,1017,4.63
49.75,1018,4.66
50.00,1018,4.70
50.27,1018,23.03
51.87,1018,23.05
52.00,1018,4.85
52.25,1018,4.85
52.50,1018,23.16
52.75,1018,23.16
