time_elapsed,explored_cells,distance
2.50,341,0.00
2.75,341,0.00
3.00,341,0.00
3.25,342,0.00
3.50,346,0.01
3.75,346,0.01
4.00,346,0.02
4.25,348,0.04
4.50,363,0.11
4.75,369,0.15
5.00,382,0.22
5.25,387,0.26
5.50,400,0.33
5.75,411,0.37
6.00,421,0.44
6.25,431,0.48
6.50,438,0.53
6.75,442,0.57
7.00,444,0.59
7.25,446,0.63
7.50,448,0.67
7.75,448,0.69
8.00,455,0.75
8.25,460,0.81
8.50,461,0.87
8.75,463,0.90
9.00,463,0.90
9.25,463,0.91
9.50,463,0.91
9.75,467,0.92
10.00,470,0.95
10.25,471,0.98
10.50,478,1.04
10.75,488,1.10
11.00,499,1.15
11.25,510,1.22
11.50,518,1.27
11.75,527,1.32
12.00,529,1.34
12.25,545,1.40
12.50,557,1.46
12.75,571,1.52
13.00,578,1.57
13.25,603,1.63
13.50,617,1.69
13.75,633,1.74
14.00,636,1.77
14.25,637,1.77
14.50,639,1.77
14.75,641,1.78
15.00,644,1.81
15.25,650,1.84
15.50,657,1.89
15.75,664,1.94
16.00,676,2.01
16.25,684,2.05
16.50,699,2.12
16.75,711,2.17
17.00,725,2.22
17.25,739,2.28
17.50,750,2.33
17.75,773,2.39
18.00,781,2.44
18.25,790,2.46
18.50,801,2.51
18.75,808,2.55
19.00,813,2.57
19.25,816,2.61
19.50,821,2.68
19.75,821,2.68
20.00,821,2.68
20.25,821,2.68
20.50,821,2.68
20.75,821,2.68
21.00,822,2.69
21.25,822,2.69
21.50,822,2.70
21.75,824,2.70
22.00,825,2.71
22.25,828,2.74
22.50,829,2.74
22.75,829,2.75
23.00,831,2.77
23.25,838,2.81
23.50,842,2.84
23.75,844,2.86
24.00,861,2.94
24.25,874,2.99
24.50,887,3.05
24.75,904,3.12
25.00,907,3.14
25.25,920,3.18
25.50,931,3.25
25.75,945,3.30
26.00,959,3.37
26.25,974,3.42
26.50,988,3.49
26.75,1002,3.55
27.00,1011,3.58
27.25,1021,3.62
27.50,1026,3.65
27.75,1030,3.68
28.00,1045,3.73
28.25,1052,3.78
28.50,1067,3.85
28.75,1077,3.89
29.00,1089,3.94
29.25,1095,3.98
29.50,1106,4.01
29.75,1106,4.03
30.00,1113,4.08
30.25,1116,4.10
30.50,1129,4.14
30.75,1142,4.21
31.00,1154,4.26
31.25,1165,4.32
31.50,1175,4.36
31.75,1188,4.43
32.00,1198,4.47
32.25,1212,4.54
32.50,1225,4.59
32.75,1233,4.64
33.00,1236,4.66
33.25,1247,4.71
33.50,1257,4.76
33.75,1269,4.80
34.00,1278,4.85
34.25,1287,4.89
34.50,1291,4.92
34.75,1301,4.95
35.00,1305,4.98
35.25,1306,5.00
35.50,1324,5.06
35.75,1338,5.12
36.00,1351,5.18
36.25,1359,5.23
36.50,1373,5.28
36.75,1387,5.34
37.00,1400,5.39
37.25,1409,5.44
37.50,1426,5.50
37.75,1432,5.54
38.00,1438,5.56
38.25,1452,5.62
38.50,1460,5.66
38.75,1476,5.73
39.00,1489,5.78
39.25,1502,5.84
39.50,1506,5.86
39.75,1518,5.91
40.00,1525,5.95
40.25,1535,5.98
40.50,1538,6.01
40.75,1550,6.04
41.00,1554,6.07
41.25,1558,6.10
41.50,1576,6.17
41.75,1591,6.22
42.00,1604,6.28
42.25,1604,6.28
42.50,1604,6.29
42.75,1605,6.29
43.00,1606,6.29
43.25,1607,6.30
43.50,1608,6.30
43.75,1611,6.35
44.00,1620,6.38
44.25,1621,6.41
44.50,1622,6.42
44.75,1624,6.45
45.00,1626,6.48
45.25,1636,6.53
45.50,1646,6.59
45.75,1655,6.64
46.00,1663,6.70
46.25,1665,6.72
46.50,1681,6.79
46.75,1693,6.84
47.00,1696,6.86
47.25,1706,6.92
47.50,1720,6.97
47.75,1732,7.04
48.00,1744,7.09
48.25,1754,7.15
48.50,1759,7.19
48.75,1763,7.22
49.00,1769,7.25
49.25,1775,7.32
49.50,1781,7.37
49.75,1789,7.44
50.00,1795,7.50
50.25,1800,7.56
50.50,1807,7.62
50.75,1811,7.67
51.00,1814,7.75
51.25,1821,7.79
51.50,1824,7.86
51.75,1828,7.92
52.00,1830,7.97
52.25,1830,8.00
52.50,1830,8.03
52.75,1830,8.03
53.00,1830,8.03
53.25,1830,8.03
53.50,1830,8.04
53.75,1830,8.04
54.00,1830,8.04
54.25,1830,8.06
54.50,1834,8.09
54.75,1836,8.14
55.00,1839,8.19
55.25,1842,8.25
55.50,1842,8.28
55.75,1847,8.31
56.00,1848,8.37
56.25,1854,8.43
56.50,1854,8.48
56.75,1860,8.54
57.00,1860,8.58
57.25,1866,8.65
57.50,1869,8.70
57.75,1872,8.76
58.00,1874,8.79
58.25,1878,8.84
58.50,1880,8.89
58.75,1884,8.91
59.00,1885,8.94
59.25,1889,8.96
59.50,1889,8.97
59.75,1889,8.97
60.00,1889,8.98
60.25,1889,9.02
60.50,1889,9.06
60.75,1890,9.09
61.00,1890,9.12
61.25,1890,9.19
61.50,1890,9.24
61.75,1890,9.31
62.00,1890,9.37
62.25,1890,9.43
62.50,1890,9.49
62.75,1890,9.54
63.00,1890,9.62
63.25,1890,9.66
63.50,1890,9.73
63.75,1890,9.79
64.00,1890,9.85
64.25,1890,9.89
64.50,1890,9.89
64.75,1890,9.90
65.00,1890,9.90
65.25,1890,9.90
65.50,1890,9.91
65.75,1890,9.94
66.00,1890,9.97
66.25,1890,10.00
66.50,1890,10.04
66.75,1890,10.11
67.00,1890,10.16
67.25,1890,10.23
67.50,1890,10.28
67.75,1890,10.30
68.00,1890,10.37
68.25,1890,10.42
68.50,1890,10.48
68.75,1890,10.55
69.00,1890,10.60
69.25,1890,10.64
69.50,1890,10.66
69.75,1892,10.72
70.00,1892,10.76
70.25,1893,10.78
70.50,1893,10.81
70.75,1895,10.85
71.00,1897,10.88
71.25,1899,10.90
71.50,1901,10.96
71.75,1903,11.01
72.00,1904,11.08
72.25,1906,11.12
72.50,1907,11.19
72.75,1907,11.22
73.00,1910,11.29
73.25,1911,11.34
73.50,1914,11.39
73.75,1915,11.44
74.00,1915,11.51
74.25,1917,11.56
74.50,1918,11.62
74.75,1918,11.65
75.00,1918,11.65
75.25,1918,11.65
75.50,1918,11.66
75.75,1920,11.67
76.00,1920,11.70
76.25,1920,11.72
76.50,1923,11.79
76.75,1925,11.85
77.00,1927,11.91
77.25,1928,11.98
77.50,1931,12.03
77.75,1932,12.10
78.00,1933,12.14
78.25,1934,12.22
78.50,1935,12.27
78.75,1938,12.33
79.00,1939,12.40
79.25,1942,12.45
79.50,1943,12.52
79.75,1944,12.56
80.00,1945,12.61
80.25,1946,12.64
80.50,1947,12.67
80.75,1947,12.72
81.00,1948,12.77
81.25,1950,12.83
81.50,1950,12.87
81.75,1952,12.94
82.00,1952,12.98
82.25,1955,13.05
82.50,1957,13.09
82.75,1959,13.15
83.00,1967,13.21
83.25,1968,13.26
83.50,1974,13.32
83.75,1974,13.37
84.00,1980,13.43
84.25,1982,13.47
84.50,1982,13.48
84.75,1982,13.48
85.00,1985,13.49
85.25,1986,13.52
85.50,1986,13.55
85.75,1987,13.61
86.00,1991,13.67
86.25,1993,13.73
86.50,1995,13.79
86.75,1997,13.83
87.00,2002,13.90
87.25,2003,13.96
87.50,2010,14.02
87.75,2013,14.08
88.00,2020,14.13
88.25,2026,14.20
88.50,2033,14.25
88.74,2036,14.30
89.00,2038,14.33
89.25,2039,14.35
89.49,2042,14.37
89.75,2042,14.37
90.00,2042,14.39
90.25,2043,14.41
90.49,2044,14.46
90.75,2045,14.49
90.99,2045,14.52
91.24,2046,14.56
91.49,2046,14.61
91.74,2046,14.68
92.00,2046,14.72
92.25,2046,14.79
92.50,2046,14.83
92.74,2046,14.90
92.99,2046,14.94
93.24,2046,15.00
93.49,2046,15.06
93.75,2046,15.11
93.99,2046,15.17
94.24,2046,15.22
94.49,2047,15.29
94.74,2047,15.29
94.99,2048,15.32
95.24,2049,15.35
95.50,2049,15.37
95.75,2051,15.43
95.99,2055,15.49
96.25,2055,15.54
96.49,2058,15.61
96.74,2060,15.66
96.99,2061,15.73
97.24,2061,15.79
97.49,2061,15.85
97.74,2061,15.91
97.99,2062,15.96
98.24,2062,16.04
98.49,2062,16.08
98.74,2063,16.12
98.99,2063,16.15
99.24,2063,16.17
99.49,2063,16.20
99.74,2063,16.20
99.99,2063,16.20
100.24,2063,16.20
100.49,2063,16.20
100.74,2063,16.20
100.99,2063,16.20
101.24,2063,16.20
101.49,2064,16.21
101.74,2064,16.21
101.99,2064,16.21
102.24,2064,16.23
102.49,2064,16.24
102.74,2064,16.24
102.99,2064,16.26
103.24,2064,16.31
103.49,2064,16.35
103.74,2064,16.37
103.99,2064,16.41
104.24,2065,16.48
104.49,2065,16.53
104.74,2065,16.57
104.99,2065,16.61
105.24,2065,16.63
105.49,2065,16.68
105.74,2065,16.73
105.99,2065,16.79
106.24,2065,16.84
106.49,2065,16.90
106.74,2065,16.95
106.99,2065,17.01
107.24,2068,17.06
107.49,2068,17.10
107.74,2068,17.14
107.99,2070,17.19
108.24,2071,17.24
108.50,2073,17.31
108.74,2073,17.34
108.99,2073,17.36
109.24,2073,17.42
109.49,2073,17.47
109.74,2073,17.53
110.00,2073,17.58
110.24,2073,17.64
110.49,2073,17.69
110.74,2073,17.75
110.99,2073,17.79
111.24,2073,17.84
111.49,2073,17.87
111.74,2073,17.90
111.99,2073,17.95
112.24,2073,18.02
112.49,2073,18.06
112.74,2073,18.13
112.99,2073,18.18
113.24,2073,18.25
113.49,2073,18.31
113.74,2073,18.36
113.99,2073,18.43
114.24,2073,18.47
114.49,2073,18.51
114.74,2073,18.54
114.99,2073,18.57
115.24,2073,18.62
115.49,2073,18.67
115.74,2073,18.73
115.99,2073,18.78
116.24,2073,18.84
116.49,2073,18.89
116.74,2073,18.95
116.99,2073,19.00
117.24,2073,19.04
117.49,2073,19.08
117.74,2073,19.11
117.99,2073,19.12
118.24,2073,19.15
118.49,2073,19.19
118.74,2073,19.22
118.99,2073,19.24
119.24,2074,19.30
119.49,2074,19.35
119.74,2074,19.41
119.99,2074,19.46
120.24,2076,19.52
120.49,2079,19.58
120.74,2079,19.63
120.99,2086,19.69
121.24,2088,19.73
121.49,2094,19.80
121.74,2099,19.84
121.99,2103,19.89
122.24,2103,19.89
122.49,2103,19.89
122.74,2103,19.89
122.99,2103,19.89
123.24,2103,19.89
123.49,2103,19.89
123.74,2103,19.89
123.99,2103,19.89
124.24,2103,19.90
124.49,2103,19.90
124.74,2105,19.96
124.99,2105,20.00
125.24,2105,20.08
125.49,2105,20.13
125.74,2105,20.18
125.99,2105,20.25
126.24,2105,20.30
126.49,2105,20.37
126.74,2105,20.41
126.99,2105,20.48
127.24,2105,20.54
127.49,2105,20.60
127.74,2107,20.67
127.99,2109,20.72
128.24,2113,20.79
128.49,2116,20.82
128.74,2116,20.82
128.99,2116,20.82
129.24,2116,20.82
129.49,2117,20.83
129.74,2118,20.86
129.99,2120,20.92
130.24,2126,20.97
130.49,2129,21.01
130.74,2131,21.04
130.99,2140,21.08
131.24,2145,21.13
131.49,2159,21.19
131.74,2164,21.24
131.99,2177,21.31
132.24,2187,21.35
132.49,2200,21.42
132.74,2212,21.47
132.99,2222,21.52
133.24,2235,21.58
133.49,2243,21.63
133.74,2262,21.69
133.99,2265,21.72
134.24,2265,21.72
134.49,2265,21.72
134.74,2265,21.72
134.99,2265,21.72
135.24,2266,21.73
135.49,2266,21.73
135.74,2267,21.74
135.99,2267,21.74
136.24,2273,21.79
136.49,2274,21.82
136.74,2275,21.85
136.99,2275,21.89
137.24,2275,21.96
137.49,2277,22.01
137.74,2278,22.08
137.99,2278,22.13
138.24,2280,22.17
138.49,2282,22.24
138.74,2284,22.29
138.99,2286,22.36
139.24,2289,22.41
139.49,2291,22.47
139.74,2293,22.54
139.99,2294,22.59
140.24,2296,22.66
140.49,2297,22.70
140.74,2299,22.78
140.99,2303,22.83
141.24,2305,22.89
141.49,2306,22.96
141.74,2311,23.01
141.99,2316,23.08
142.24,2322,23.12
142.49,2329,23.19
142.74,2335,23.25
142.99,2342,23.31
143.24,2347,23.38
143.49,2354,23.42
143.74,2358,23.46
143.99,2362,23.49
144.24,2365,23.51
144.49,2372,23.54
144.74,2372,23.54
144.99,2372,23.54
145.24,2372,23.54
145.49,2372,23.55
145.74,2373,23.55
145.99,2373,23.56
146.24,2373,23.56
146.49,2375,23.59
146.74,2377,23.63
146.99,2378,23.65
147.24,2378,23.69
147.49,2378,23.76
147.74,2379,23.80
147.99,2379,23.88
148.24,2379,23.93
148.49,2380,23.99
148.74,2380,24.06
148.99,2380,24.10
149.24,2380,24.18
149.49,2381,24.22
149.74,2381,24.29
149.99,2382,24.35
150.24,2382,24.41
150.49,2383,24.47
150.74,2383,24.53
150.99,2384,24.57
151.24,2384,24.59
151.49,2384,24.62
151.74,2388,24.68
151.99,2390,24.72
152.24,2394,24.78
152.49,2397,24.82
152.74,2404,24.89
152.99,2412,24.94
153.24,2418,25.00
153.49,2427,25.05
153.74,2431,25.10
153.99,2443,25.16
154.24,2448,25.21
154.49,2462,25.27
154.74,2469,25.32
154.99,2481,25.38
155.24,2486,25.43
155.49,2498,25.49
155.74,2508,25.54
155.99,2515,25.60
156.24,2520,25.63
156.49,2529,25.68
156.74,2535,25.72
156.99,2540,25.75
157.24,2545,25.77
157.49,2554,25.82
157.74,2557,25.84
157.99,2563,25.89
158.24,2570,25.96
158.49,2575,26.01
158.74,2577,26.06
158.99,2578,26.12
159.24,2579,26.18
159.49,2581,26.23
159.74,2584,26.28
159.99,2584,26.28
160.24,2584,26.28
160.49,2584,26.28
160.74,2584,26.28
160.99,2584,26.28
161.24,2584,26.29
161.49,2584,26.29
161.74,2584,26.30
161.99,2584,26.30
162.24,2586,26.34
162.49,2586,26.37
162.74,2589,26.39
162.99,2589,26.45
163.24,2589,26.49
163.49,2590,26.51
163.74,2593,26.55
163.99,2595,26.59
164.24,2596,26.62
164.49,2603,26.66
164.74,2605,26.70
164.99,2608,26.75
165.24,2613,26.81
165.49,2618,26.86
165.74,2622,26.92
165.99,2623,26.96
166.24,2625,27.03
166.49,2630,27.07
166.74,2636,27.13
166.99,2638,27.19
167.24,2640,27.23
167.49,2640,27.26
167.74,2641,27.29
167.99,2642,27.34
168.24,2643,27.36
168.49,2645,27.39
168.74,2648,27.45
168.99,2650,27.49
169.24,2650,27.56
169.49,2651,27.61
169.74,2654,27.67
169.99,2654,27.70
170.24,2656,27.77
170.49,2657,27.82
170.74,2658,27.88
170.99,2660,27.92
171.24,2663,27.99
171.49,2665,28.05
171.74,2669,28.10
171.99,2671,28.15
172.24,2677,28.22
172.49,2681,28.27
172.74,2687,28.33
172.99,2690,28.37
173.24,2696,28.43
173.49,2699,28.46
173.74,2700,28.48
173.99,2702,28.51
174.24,2705,28.55
174.49,2707,28.58
174.74,2711,28.61
174.99,2719,28.66
175.24,2722,28.71
175.49,2724,28.78
175.74,2728,28.83
175.99,2729,28.83
176.24,2729,28.83
176.49,2729,28.83
176.74,2729,28.83
176.99,2729,28.83
177.24,2729,28.83
177.49,2729,28.84
177.74,2729,28.84
177.99,2729,28.84
178.24,2729,28.84
178.49,2729,28.86
178.74,2729,28.89
178.99,2729,28.90
179.24,2729,28.94
179.49,2729,28.97
179.74,2729,29.00
179.99,2729,29.04
180.24,2729,29.09
180.49,2729,29.13
180.74,2729,29.18
180.99,2729,29.22
181.24,2729,29.25
181.49,2730,29.27
181.74,2730,29.30
181.99,2730,29.33
182.24,2731,29.37
182.49,2731,29.41
182.74,2731,29.44
182.99,2731,29.46
183.24,2731,29.50
183.49,2731,29.53
183.74,2733,29.56
183.99,2734,29.59
184.24,2735,29.65
184.49,2735,29.70
184.74,2735,29.77
184.99,2735,29.77
185.24,2735,29.77
185.49,2735,29.78
185.74,2735,29.78
185.99,2735,29.79
186.24,2737,29.82
186.49,2738,29.86
186.74,2739,29.89
186.99,2739,29.92
187.24,2740,29.99
187.49,2742,30.02
187.74,2742,30.04
187.99,2742,30.10
188.24,2742,30.15
188.49,2743,30.22
188.74,2743,30.27
188.99,2743,30.33
189.24,2743,30.35
189.49,2743,30.42
189.74,2743,30.45
189.99,2743,30.46
190.24,2743,30.51
190.49,2743,30.54
190.74,2743,30.57
190.99,2743,30.61
191.24,2743,30.67
191.49,2743,30.71
191.74,2743,30.73
191.99,2743,30.78
192.24,2743,30.85
192.49,2743,30.89
192.74,2743,30.97
192.99,2743,31.01
193.24,2743,31.08
193.49,2743,31.14
193.74,2743,31.19
193.99,2743,31.26
194.24,2743,31.31
194.49,2743,31.38
194.74,2743,31.43
194.99,2743,31.50
195.24,2743,31.56
195.49,2743,31.61
195.74,2749,31.68
195.99,2752,31.73
196.24,2759,31.80
196.49,2765,31.85
196.74,2771,31.92
196.99,2773,31.98
197.24,2779,32.03
197.49,2781,32.10
197.74,2785,32.15
197.99,2790,32.22
198.24,2792,32.28
198.49,2796,32.33
198.74,2797,32.40
198.99,2802,32.45
199.24,2803,32.48
199.49,2804,32.51
199.74,2804,32.53
199.99,2810,32.59
200.24,2813,32.63
200.49,2815,32.64
200.74,2819,32.70
200.99,2822,32.74
201.24,2826,32.77
201.49,2826,32.80
201.74,2827,32.83
201.99,2827,32.86
202.24,2827,32.88
202.49,2828,32.93
202.74,2828,32.96
202.99,2829,32.99
203.24,2829,33.03
203.49,2829,33.08
203.74,2829,33.14
203.99,2829,33.19
204.24,2830,33.25
204.49,2830,33.30
204.74,2830,33.35
204.99,2830,33.36
205.24,2830,33.36
205.49,2830,33.36
205.74,2830,33.36
205.99,2830,33.36
206.24,2830,33.37
206.49,2830,33.38
206.74,2830,33.38
206.99,2830,33.39
207.24,2830,33.41
207.49,2830,33.46
207.74,2830,33.49
207.99,2830,33.51
208.24,2830,33.56
208.49,2830,33.62
208.74,2830,33.67
208.99,2830,33.75
209.24,2830,33.80
209.49,2830,33.85
209.74,2830,33.92
209.99,2830,33.97
210.24,2830,34.04
210.49,2830,34.08
210.74,2830,34.16
210.99,2830,34.21
211.24,2830,34.27
211.49,2830,34.33
211.74,2830,34.38
211.99,2830,34.45
212.24,2830,34.50
212.49,2830,34.57
212.74,2830,34.63
212.99,2830,34.68
213.24,2830,34.75
213.49,2830,34.80
213.74,2830,34.87
213.99,2830,34.92
214.24,2830,34.99
214.49,2830,35.05
214.74,2830,35.10
214.99,2830,35.17
215.24,2830,35.23
215.49,2830,35.30
215.74,2830,35.35
215.99,2830,35.42
216.24,2830,35.48
216.49,2830,35.53
216.74,2830,35.60
216.99,2830,35.65
217.24,2830,35.72
217.49,2830,35.77
217.74,2830,35.84
217.99,2830,35.90
218.24,2830,35.95
218.49,2830,36.02
218.74,2830,36.07
