time_elapsed,explored_cells,distance
1.25,398,0.00
1.50,398,0.00
1.75,398,0.00
2.00,398,0.00
2.25,412,0.06
2.50,427,0.10
2.75,443,0.18
3.00,457,0.24
3.25,474,0.31
3.50,497,0.39
3.75,509,0.46
4.00,524,0.52
4.25,535,0.56
4.50,540,0.60
4.75,542,0.62
5.00,551,0.68
5.25,556,0.73
5.50,557,0.73
5.75,557,0.74
6.00,557,0.76
6.25,562,0.81
6.50,566,0.85
6.75,569,0.88
7.00,569,0.90
7.25,576,0.97
7.50,581,1.03
7.75,585,1.09
8.00,588,1.13
8.25,594,1.18
8.50,596,1.22
8.75,600,1.24
9.00,607,1.30
9.25,615,1.35
9.50,620,1.42
9.75,627,1.47
10.00,634,1.52
10.25,644,1.58
10.50,649,1.63
10.75,663,1.69
11.00,667,1.74
11.25,678,1.81
11.50,691,1.88
11.75,704,1.96
12.00,711,2.02
12.25,720,2.07
12.50,726,2.13
12.75,738,2.19
13.00,742,2.24
13.25,754,2.30
13.50,760,2.34
13.75,769,2.41
14.00,779,2.46
14.25,790,2.52
14.50,794,2.55
14.75,804,2.60
15.00,808,2.64
15.25,817,2.67
15.50,820,2.69
15.75,829,2.74
16.00,830,2.77
16.25,847,2.83
16.50,858,2.89
16.75,872,2.94
17.00,879,2.99
17.25,906,3.05
17.50,919,3.11
17.75,937,3.17
18.00,944,3.23
18.25,947,3.26
18.50,953,3.31
18.75,959,3.35
19.00,959,3.37
19.25,966,3.42
19.50,968,3.47
19.75,974,3.53
20.00,976,3.58
20.25,980,3.64
20.50,981,3.72
20.75,982,3.79
21.00,984,3.87
21.25,985,3.94
21.50,985,3.99
21.75,985,3.99
22.00,985,3.99
22.25,985,4.00
22.50,985,4.00
22.75,985,4.01
23.00,985,4.01
23.25,985,4.05
23.50,985,4.07
23.75,985,4.10
24.00,986,4.17
24.25,987,4.24
24.50,987,4.32
24.75,987,4.37
25.00,987,4.42
25.25,990,4.50
25.50,995,4.57
25.75,1000,4.65
26.00,1007,4.72
26.25,1018,4.80
26.50,1028,4.86
26.75,1039,4.91
27.00,1053,4.98
27.25,1067,5.04
27.50,1079,5.11
27.75,1084,5.16
28.00,1087,5.17
28.25,1096,5.22
28.50,1099,5.25
28.75,1101,5.28
29.00,1110,5.34
29.25,1114,5.38
29.50,1124,5.44
29.75,1133,5.49
30.00,1136,5.55
30.25,1144,5.61
30.50,1150,5.66
30.75,1158,5.72
31.00,1162,5.77
31.25,1172,5.83
31.50,1178,5.88
31.75,1187,5.94
32.00,1195,5.99
32.25,1205,6.06
32.50,1213,6.11
32.75,1222,6.16
33.00,1237,6.22
33.25,1240,6.27
33.50,1254,6.33
33.75,1265,6.38
34.00,1282,6.45
34.25,1294,6.49
34.50,1309,6.56
34.75,1317,6.59
35.00,1325,6.64
35.25,1329,6.68
35.50,1337,6.71
35.75,1339,6.73
36.00,1346,6.80
36.25,1352,6.86
36.50,1357,6.90
36.75,1361,6.93
37.00,1361,6.96
37.25,1365,7.01
37.50,1367,7.06
37.75,1371,7.10
38.00,1373,7.14
38.25,1374,7.18
38.50,1382,7.25
38.75,1393,7.30
39.00,1398,7.33
39.25,1401,7.36
39.50,1403,7.37
39.75,1404,7.40
40.00,1405,7.42
40.25,1410,7.45
40.50,1416,7.49
40.75,1422,7.52
41.00,1424,7.55
41.25,1431,7.61
41.50,1436,7.65
41.75,1444,7.72
42.00,1449,7.77
42.25,1455,7.83
42.50,1463,7.88
42.75,1465,7.94
43.00,1478,8.00
43.25,1481,8.04
43.50,1489,8.08
43.75,1491,8.13
44.00,1496,8.16
44.25,1501,8.19
44.50,1503,8.23
44.75,1503,8.26
45.00,1503,8.28
45.25,1514,8.35
45.50,1520,8.40
45.75,1525,8.46
46.00,1526,8.50
46.25,1537,8.57
46.50,1539,8.60
46.75,1542,8.62
47.00,1548,8.68
47.25,1552,8.72
47.50,1562,8.80
47.75,1575,8.87
48.00,1578,8.95
48.25,1589,9.02
48.50,1591,9.10
48.75,1594,9.17
49.00,1596,9.22
49.25,1598,9.26
49.50,1600,9.30
49.75,1605,9.32
50.00,1605,9.33
50.25,1605,9.33
50.50,1605,9.33
50.75,1605,9.34
51.00,1605,9.34
51.25,1607,9.38
51.50,1607,9.41
51.75,1611,9.45
52.00,1617,9.50
52.25,1617,9.52
52.50,1626,9.59
52.75,1633,9.64
53.00,1646,9.70
53.25,1650,9.72
53.50,1655,9.76
53.75,1667,9.80
54.00,1670,9.83
54.25,1674,9.86
54.50,1684,9.91
54.75,1691,9.98
55.00,1695,10.01
55.25,1705,10.05
55.50,1710,10.09
55.75,1712,10.11
56.00,1723,10.17
56.25,1734,10.22
56.50,1748,10.28
56.75,1764,10.33
57.00,1783,10.39
57.25,1801,10.44
57.50,1818,10.50
57.75,1834,10.52
58.00,1836,10.53
58.25,1839,10.53
58.50,1841,10.54
58.75,1851,10.57
59.00,1856,10.59
59.25,1866,10.64
59.50,1874,10.71
59.75,1888,10.75
60.00,1913,10.83
60.25,1923,10.87
60.50,1926,10.89
60.75,1937,10.93
61.00,1944,10.95
61.25,1954,10.99
61.50,1966,11.03
61.75,1969,11.06
62.00,1980,11.10
62.25,1992,11.16
62.50,2003,11.21
62.75,2013,11.26
63.00,2034,11.32
63.25,2043,11.37
63.50,2062,11.44
63.75,2072,11.48
64.00,2088,11.53
64.25,2092,11.57
64.50,2102,11.60
64.75,2108,11.62
65.00,2118,11.69
65.25,2132,11.74
65.50,2136,11.77
65.75,2143,11.82
66.00,2146,11.85
66.25,2147,11.87
66.50,2151,11.93
66.75,2154,11.97
67.00,2156,11.98
67.25,2162,12.05
67.50,2172,12.13
67.75,2182,12.20
68.00,2189,12.28
68.25,2200,12.35
68.50,2207,12.42
68.75,2211,12.47
69.00,2218,12.52
69.25,2218,12.54
69.50,2218,12.59
69.75,2220,12.67
70.00,2226,12.74
70.25,2227,12.80
70.50,2229,12.82
70.75,2229,12.84
71.00,2229,12.87
71.25,2231,12.90
71.50,2231,12.93
71.75,2231,12.93
72.00,2231,12.93
72.25,2231,12.94
72.50,2231,12.94
72.75,2231,12.94
73.00,2231,12.97
73.25,2231,13.00
73.50,2231,13.01
73.75,2231,13.03
74.00,2232,13.07
74.25,2232,13.10
74.50,2232,13.12
74.75,2236,13.19
75.00,2240,13.27
75.25,2246,13.32
75.50,2255,13.38
75.75,2265,13.46
76.00,2275,13.53
76.25,2284,13.57
76.50,2296,13.65
76.75,2306,13.70
77.00,2309,13.73
77.25,2317,13.78
77.50,2325,13.85
77.75,2336,13.92
78.00,2337,13.95
78.25,2343,13.99
78.50,2349,14.04
78.75,2354,14.07
79.00,2356,14.10
79.25,2368,14.14
79.50,2380,14.21
79.75,2393,14.26
80.00,2403,14.32
80.25,2404,14.34
80.50,2405,14.35
80.75,2406,14.35
81.00,2414,14.38
81.25,2422,14.40
81.50,2428,14.44
81.75,2434,14.48
82.00,2436,14.50
82.25,2445,14.55
82.50,2450,14.60
