time_elapsed,explored_cells,distance
1.50,680,0.00
1.75,680,0.00
2.00,680,0.00
2.25,680,0.00
2.50,680,0.00
2.75,680,0.00
3.00,680,0.00
3.25,680,0.00
3.50,680,0.00
3.75,690,0.02
4.00,703,0.06
4.25,718,0.11
4.50,723,0.15
4.75,735,0.19
5.00,792,0.46
5.25,826,0.78
5.50,831,1.03
5.75,841,1.28
6.00,852,1.65
6.25,858,2.03
6.50,859,2.16
6.75,860,2.22
7.00,860,2.28
7.25,860,2.34
7.50,860,2.40
7.75,860,2.61
8.00,865,2.98
8.25,871,3.36
8.50,874,3.65
8.75,879,3.90
9.00,888,4.18
9.25,893,4.55
9.50,903,4.93
9.75,911,5.30
10.00,924,5.68
10.25,940,6.05
10.50,947,6.43
10.75,956,6.74
11.00,964,6.99
11.25,975,7.31
11.50,981,7.59
11.75,984,7.80
12.00,992,8.16
12.25,1000,8.54
12.50,1011,8.90
12.75,1016,9.28
13.00,1029,9.65
13.25,1035,10.02
13.50,1046,10.39
13.75,1053,10.76
14.00,1056,11.14
14.25,1065,11.51
14.50,1080,11.88
14.75,1085,12.25
15.00,1093,12.63
15.25,1099,13.00
15.50,1109,13.38
15.75,1122,13.75
16.00,1130,14.13
16.25,1139,14.50
16.50,1156,14.88
16.75,1166,15.25
17.00,1179,15.63
17.25,1203,16.00
17.50,1214,16.38
17.75,1226,16.75
18.00,1241,17.13
18.25,1252,17.49
18.50,1271,17.87
18.75,1281,18.24
19.00,1297,18.58
19.25,1306,18.95
19.50,1311,19.28
19.75,1316,19.62
20.00,1334,20.00
20.25,1344,20.37
20.50,1357,20.74
20.75,1379,21.12
21.00,1385,21.49
21.25,1397,21.87
21.50,1418,22.24
21.75,1435,22.62
22.00,1451,22.99
22.25,1482,23.35
22.50,1494,23.73
22.75,1517,24.10
23.00,1531,24.33
23.25,1569,24.70
23.50,1604,25.08
23.75,1615,25.37
24.00,1624,25.61
24.25,1637,25.88
24.50,1653,26.25
24.75,1665,26.63
25.00,1677,27.00
25.25,1687,27.37
25.50,1697,27.69
25.75,1701,27.97
26.00,1705,28.20
26.25,1707,28.27
26.50,1707,28.30
26.75,1709,28.49
27.00,1715,28.69
27.25,1720,28.90
27.50,1725,29.25
27.75,1730,29.54
28.00,1735,29.76
28.25,1737,30.09
28.50,1746,30.46
28.75,1749,30.84
29.00,1752,31.21
29.25,1758,31.59
29.50,1761,31.95
29.75,1763,32.33
30.00,1768,32.70
30.25,1769,33.08
30.50,1773,33.45
30.75,1778,33.83
31.00,1784,34.13
31.25,1785,34.51
31.50,1787,34.88
31.75,1791,35.26
32.00,1795,35.63
32.25,1798,36.01
32.50,1800,36.38
32.75,1800,36.76
33.00,1804,37.13
33.25,1805,37.51
33.50,1809,37.88
33.75,1817,38.26
34.00,1822,38.63
34.25,1826,38.96
34.50,1829,39.16
