time_elapsed,explored_cells,distance
1.75,183,0.00
2.00,183,0.00
2.25,183,0.00
2.50,183,0.00
2.75,183,0.00
3.00,183,0.02
3.25,184,0.05
3.50,186,0.08
3.75,187,0.11
4.00,191,0.15
4.25,196,0.38
4.50,201,0.60
4.75,202,0.82
5.00,210,1.07
5.25,217,1.32
5.50,223,1.57
5.75,225,1.82
6.00,230,2.07
6.25,234,2.32
6.50,241,2.57
6.75,243,2.82
7.00,251,3.07
7.25,252,3.32
7.51,258,3.57
7.76,261,3.82
8.01,267,4.07
8.26,268,4.32
8.51,276,4.57
8.76,277,4.82
9.01,284,5.07
9.26,287,5.32
9.51,293,5.57
9.76,294,5.82
10.01,299,6.07
10.26,302,6.32
10.51,307,6.58
10.76,309,6.82
11.01,315,7.07
11.26,318,7.33
11.51,323,7.58
11.76,325,7.83
12.01,330,8.08
12.26,333,8.33
12.51,338,8.58
12.76,339,8.83
13.01,344,9.08
13.26,346,9.28
13.51,353,9.52
13.76,354,9.77
14.01,358,10.02
14.26,360,10.27
14.51,366,10.52
14.76,366,10.77
15.01,371,11.02
15.26,374,11.27
15.51,379,11.52
15.76,381,11.77
16.01,384,11.98
16.26,390,12.20
16.51,391,12.39
16.76,396,12.64
17.01,401,12.89
17.26,405,13.02
17.51,407,13.15
17.76,410,13.34
18.01,418,13.59
18.26,421,13.84
18.51,431,14.09
18.76,435,14.34
19.01,445,14.59
19.26,453,14.84
19.51,464,15.09
19.76,474,15.35
20.01,486,15.59
20.26,497,15.84
20.51,505,16.09
20.76,530,16.34
21.01,533,16.59
21.26,542,16.73
21.51,544,16.89
21.76,550,17.10
22.01,553,17.30
22.26,559,17.55
22.51,564,17.80
22.76,569,18.05
23.01,574,18.30
23.26,576,18.51
23.51,585,18.76
23.76,589,18.89
24.01,595,19.14
24.26,598,19.34
24.51,603,19.55
24.76,611,19.80
25.01,619,20.05
25.26,629,20.30
25.52,635,20.55
25.76,652,20.80
26.01,660,21.05
26.27,676,21.30
26.51,692,21.55
26.77,707,21.80
27.02,725,22.05
27.27,742,22.30
27.52,757,22.55
27.77,761,22.66
28.02,769,22.85
28.27,775,23.04
28.52,781,23.26
28.77,785,23.51
29.02,788,23.76
29.27,795,24.01
29.52,801,24.26
